nome,squadra,ruolo,eta,presenze,minuti,gol,assist,xG,xA,gialli,rossi,quotazione_ufficiale,correttivo_statistico,valore_finale,analizzato,note_match,fattore_affidabilita,note_fbref,valore_v4,voto_medio_2025_26,valore_moneyball,note_moneyball
Amir Rrahmani,Napoli,D,31,21,1795,2,1,1.35,0.24,2,0,25,1.017,25,True,match su cognome+squadra,1.006,"nome completo -- titolarita' 100%, minuti giocati 52% del possibile; 1.7 tackle+intercetti/90",25,7.26,25,"nome completo -- 21 presenze, voto 7.26, baseline D 6.76"
Chalobah,Como,D,,,,,,,,,,25,1.0,25,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,25,,25,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Marcus Pedersen,Torino,D,25,29,2134,1,2,1.62,2.89,3,0,23,1.054,24,True,match su cognome+squadra,0.961,"nome completo -- titolarita' 79%, minuti giocati 62% del possibile; 1.0 tackle+intercetti/90",23,6.56,1,"cognome univoco -- 29 presenze, voto 6.56, baseline D 6.76"
Carlos Augusto,Inter,D,26,34,1763,1,1,1.96,1.14,6,0,24,0.985,24,True,match su cognome+squadra,0.981,"nome completo -- titolarita' 53%, minuti giocati 52% del possibile; 2.1 tackle+intercetti/90",24,6.9,9,"nome completo -- 34 presenze, voto 6.90, baseline D 6.76"
Isak Hien,Atalanta,D,26,28,1970,1,0,1.08,0.11,5,0,25,0.971,24,True,match su cognome+squadra,1.043,"nome completo -- titolarita' 71%, minuti giocati 58% del possibile; 2.9 tackle+intercetti/90",25,6.87,6,"nome completo -- 28 presenze, voto 6.87, baseline D 6.76"
Ostigard,Genoa,D,,,,,,,,,,23,1.0,23,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,23,,23,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Davide Bartesaghi,Milan,D,19,31,2441,2,0,1.37,3.91,3,0,20,1.092,22,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 87%, minuti giocati 71% del possibile; 1.8 tackle+intercetti/90",22,6.91,14,"cognome univoco -- 31 presenze, voto 6.91, baseline D 6.76"
Raoul Bellanova,Atalanta,D,25,24,1377,0,1,0.5,1.94,2,0,24,0.902,22,True,match su cognome+squadra,0.938,"nome completo -- titolarita' 62%, minuti giocati 40% del possibile; 1.2 tackle+intercetti/90",21,6.66,1,"nome completo -- 24 presenze, voto 6.66, baseline D 6.76"
Tarik Muharemovic,Sassuolo,D,22,32,2835,2,2,2.83,0.93,7,0,19,1.165,22,True,match su cognome+squadra,1.059,"nome completo -- titolarita' 100%, minuti giocati 83% del possibile; 2.2 tackle+intercetti/90",23,6.86,12,"cognome univoco -- 32 presenze, voto 6.86, baseline D 6.76"
Adam Marušić,Lazio,D,32,33,2778,1,2,1.74,1.54,1,1,20,1.101,22,True,match su cognome+squadra,1.023,"nome completo -- titolarita' 97%, minuti giocati 81% del possibile; 1.6 tackle+intercetti/90",23,6.66,1,"nome completo -- 33 presenze, voto 6.66, baseline D 6.76"
Alessandro Buongiorno,Napoli,D,26,33,2521,0,1,1.64,0.35,3,0,21,1.028,22,True,match su cognome+squadra,1.037,"nome completo -- titolarita' 85%, minuti giocati 74% del possibile; 2.2 tackle+intercetti/90",23,6.82,2,"nome completo -- 33 presenze, voto 6.82, baseline D 6.76"
Mario Gila,Milan,D,24,31,2472,0,0,1.63,0.72,4,1,22,0.997,22,True,"match su cognome (squadra diversa, trasferimento presunto)",1.048,"nome completo -- titolarita' 100%, minuti giocati 72% del possibile; 2.2 tackle+intercetti/90",23,7.21,17,"cognome univoco -- 31 presenze, voto 7.21, baseline D 6.76"
Zeki Çelik,Juventus,D,28,34,2723,1,2,1.77,2.41,2,1,19,1.103,21,True,"match su cognome (squadra diversa, trasferimento presunto)",1.046,"nome completo -- titolarita' 94%, minuti giocati 80% del possibile; 2.1 tackle+intercetti/90",22,6.83,8,"nome completo -- 34 presenze, voto 6.83, baseline D 6.76"
Emanuele Valeri,Parma,D,26,34,2643,0,2,0.67,3.78,2,0,20,1.069,21,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 85%, minuti giocati 77% del possibile; 1.8 tackle+intercetti/90",21,6.88,8,"nome completo -- 34 presenze, voto 6.88, baseline D 6.76"
Thomas Kristensen,Atalanta,D,23,28,2472,3,0,1.88,0.22,4,0,19,1.11,21,True,"match su cognome (squadra diversa, trasferimento presunto)",1.014,"nome completo -- titolarita' 100%, minuti giocati 72% del possibile; 1.5 tackle+intercetti/90",21,6.92,18,"cognome univoco -- 28 presenze, voto 6.92, baseline D 6.76"
Matteo Gabbia,Milan,D,25,30,2530,0,0,1.54,0.05,4,0,21,1.008,21,True,match su cognome+squadra,0.981,"nome completo -- titolarita' 93%, minuti giocati 74% del possibile; 1.0 tackle+intercetti/90",21,6.95,6,"cognome univoco -- 30 presenze, voto 6.95, baseline D 6.76"
Jhon Lucumí,Bologna,D,27,29,2287,1,0,1.38,0.79,5,0,21,1.02,21,True,match su cognome+squadra,1.027,"nome completo -- titolarita' 90%, minuti giocati 67% del possibile; 2.0 tackle+intercetti/90",22,7.0,11,"nome completo -- 29 presenze, voto 7.00, baseline D 6.76"
Alessio Romagnoli,Lazio,D,30,32,2666,0,0,1.54,0.07,6,1,21,1.005,21,True,match su cognome+squadra,1.018,"nome completo -- titolarita' 97%, minuti giocati 78% del possibile; 1.6 tackle+intercetti/90",21,6.97,4,"cognome univoco -- 32 presenze, voto 6.97, baseline D 6.76"
Yerry Mina,Cagliari,D,30,26,2150,2,0,1.76,0.43,5,1,20,1.026,21,True,match su cognome+squadra,1.022,"nome completo -- titolarita' 100%, minuti giocati 63% del possibile; 1.8 tackle+intercetti/90",21,6.98,13,"cognome univoco -- 26 presenze, voto 6.98, baseline D 6.76"
Vasquez,Genoa,D,,,,,,,,,,21,1.0,21,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,21,,21,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Fikayo Tomori,Milan,D,27,33,2554,0,2,0.59,1,8,1,20,1.021,20,True,match su cognome+squadra,1.056,"nome completo -- titolarita' 94%, minuti giocati 75% del possibile; 2.4 tackle+intercetti/90",21,6.86,1,"nome completo -- 33 presenze, voto 6.86, baseline D 6.76"
Berat Djimsiti,Atalanta,D,32,34,2525,0,0,1.69,0.33,4,0,20,1.014,20,True,match su cognome+squadra,1.056,"nome completo -- titolarita' 85%, minuti giocati 74% del possibile; 2.6 tackle+intercetti/90",21,6.91,5,"nome completo -- 34 presenze, voto 6.91, baseline D 6.76"
Luca Ranieri,Fiorentina,D,26,34,2458,1,0,2.08,1.03,8,1,19,1.031,20,True,match su cognome+squadra,1.013,"nome completo -- titolarita' 85%, minuti giocati 72% del possibile; 1.8 tackle+intercetti/90",20,6.88,3,"cognome univoco -- 34 presenze, voto 6.88, baseline D 6.76"
Couto,Como,D,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,20,,20,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Dragusin,Fiorentina,D,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,20,,20,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gallo,Lecce,D,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,20,,20,"nessun ricalcolo (nome completo, 0 presenze 2025-26) -- resta il valore v4"
Fabiano Parisi,Fiorentina,D,24,23,1520,1,1,1.3,1.92,6,0,20,0.962,19,True,match su cognome+squadra,0.985,"nome completo -- titolarita' 78%, minuti giocati 44% del possibile; 1.8 tackle+intercetti/90",19,6.98,9,"nome completo -- 23 presenze, voto 6.98, baseline D 6.76"
Emil Holm,Bologna,D,25,11,655,1,4,0.85,2.05,3,1,21,0.897,19,True,match su cognome+squadra,1.001,"cognome + squadra -- titolarita' 73%, minuti giocati 19% del possibile; 2.7 tackle+intercetti/90",19,,19,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Del Prato,Parma,D,,,,,,,,,,19,1.0,19,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,19,,19,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Norton-Cuffy,Genoa,D,,,,,,,,,,19,1.0,19,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,19,,19,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Lorenzo Bernasconi,Atalanta,D,21,23,1572,0,3,0.42,3.15,3,0,19,0.962,18,True,match su cognome+squadra,0.977,"nome completo -- titolarita' 74%, minuti giocati 46% del possibile; 1.7 tackle+intercetti/90",18,6.99,10,"cognome univoco -- 23 presenze, voto 6.99, baseline D 6.76"
Miguel Gutiérrez,Napoli,D,24,28,1488,1,1,0.57,1.78,0,0,19,0.946,18,True,match su cognome+squadra,0.958,"nome completo -- titolarita' 54%, minuti giocati 44% del possibile; 1.8 tackle+intercetti/90",17,6.83,9,"nome completo -- 28 presenze, voto 6.83, baseline D 6.76"
Saúl Coco,Torino,D,26,35,3088,1,1,1.16,0.76,3,0,16,1.12,18,True,match su cognome+squadra,1.066,"nome completo -- titolarita' 100%, minuti giocati 90% del possibile; 2.2 tackle+intercetti/90",19,6.86,9,"nome completo -- 35 presenze, voto 6.86, baseline D 6.76"
Marin Pongračić,Fiorentina,D,27,35,2918,0,0,0.59,0.69,12,0,17,1.035,18,True,match su cognome+squadra,1.027,"nome completo -- titolarita' 94%, minuti giocati 85% del possibile; 1.6 tackle+intercetti/90",18,6.77,1,"cognome univoco -- 35 presenze, voto 6.77, baseline D 6.76"
Federico Gatti,Juventus,D,27,21,1093,2,0,1.96,0.21,3,0,19,0.93,18,True,match su cognome+squadra,0.954,"nome completo -- titolarita' 57%, minuti giocati 32% del possibile; 1.8 tackle+intercetti/90",17,6.77,7,"cognome univoco -- 21 presenze, voto 6.77, baseline D 6.76"
Pietro Comuzzo,Torino,D,20,27,1696,1,0,0.81,0.04,2,0,19,0.942,18,True,"match su cognome (squadra diversa, trasferimento presunto)",0.994,"nome completo -- titolarita' 67%, minuti giocati 50% del possibile; 2.1 tackle+intercetti/90",18,6.65,1,"cognome univoco -- 27 presenze, voto 6.65, baseline D 6.76"
Doekhi,Lazio,D,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18,,18,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gabriel,Lecce,D,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,18,,18,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Martin,Genoa,D,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,18,,18,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Devyne Rensch,Roma,D,22,24,1184,1,4,0.57,2.72,1,0,18,0.97,17,True,match su cognome+squadra,0.975,"nome completo -- titolarita' 50%, minuti giocati 35% del possibile; 2.3 tackle+intercetti/90",17,6.89,15,"cognome univoco -- 24 presenze, voto 6.89, baseline D 6.76"
Mërgim Vojvoda,Udinese,D,30,30,1591,2,2,1.47,3.09,2,0,16,1.034,17,True,"match su cognome (squadra diversa, trasferimento presunto)",0.933,"nome completo -- titolarita' 63%, minuti giocati 46% del possibile; 1.0 tackle+intercetti/90",16,6.73,9,"nome completo -- 30 presenze, voto 6.73, baseline D 6.76"
Christian Kabasele,Udinese,D,34,30,2247,3,0,1.67,0.06,5,1,16,1.068,17,True,match su cognome+squadra,1.019,"nome completo -- titolarita' 93%, minuti giocati 66% del possibile; 1.8 tackle+intercetti/90",17,6.8,10,"cognome univoco -- 30 presenze, voto 6.80, baseline D 6.76"
Sam Beukema,Napoli,D,26,24,1681,2,0,1.73,0.39,2,0,17,0.99,17,True,match su cognome+squadra,0.978,"nome completo -- titolarita' 75%, minuti giocati 49% del possibile; 1.7 tackle+intercetti/90",17,6.79,9,"cognome univoco -- 24 presenze, voto 6.79, baseline D 6.76"
Nadir Zortea,Bologna,D,26,32,1819,0,2,0.42,2.86,2,0,18,0.962,17,True,match su cognome+squadra,0.967,"nome completo -- titolarita' 50%, minuti giocati 53% del possibile; 1.8 tackle+intercetti/90",16,6.68,1,"nome completo -- 32 presenze, voto 6.68, baseline D 6.76"
Ivan Smolčić,Como,D,24,28,1662,0,1,1.13,1.46,8,0,18,0.935,17,True,match su cognome+squadra,1.014,"nome completo -- titolarita' 68%, minuti giocati 49% del possibile; 2.5 tackle+intercetti/90",17,6.87,1,"cognome univoco -- 28 presenze, voto 6.87, baseline D 6.76"
Ardian Ismajli,Torino,D,28,25,1906,0,1,0.75,0.54,5,0,18,0.95,17,True,match su cognome+squadra,1.027,"nome completo -- titolarita' 84%, minuti giocati 56% del possibile; 2.4 tackle+intercetti/90",17,6.89,3,"nome completo -- 25 presenze, voto 6.89, baseline D 6.76"
Pedraza,Lazio,D,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,17,,17,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Rafel Obrador,Sassuolo,D,21,16,1116,1,3,0.17,1.06,1,0,17,0.935,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.972,"nome completo -- titolarita' 88%, minuti giocati 33% del possibile; 1.6 tackle+intercetti/90",16,6.62,5,"cognome univoco -- 16 presenze, voto 6.62, baseline D 6.76"
Emil Holm,Bologna,D,25,7,230,0,0,0.3,0.23,0,0,21,0.75,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.913,"cognome unico (probabile trasferimento) -- titolarita' 29%, minuti giocati 7% del possibile",15,,15,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Adam Obert,Cagliari,D,22,35,2771,0,3,1.36,3.71,10,1,15,1.089,16,True,match su cognome+squadra,1.066,"nome completo -- titolarita' 94%, minuti giocati 81% del possibile; 2.5 tackle+intercetti/90",17,6.85,1,"nome completo -- 35 presenze, voto 6.85, baseline D 6.76"
Sebastian Walukiewicz,Sassuolo,D,25,34,2852,0,1,0.18,2.05,7,0,15,1.055,16,True,match su cognome+squadra,1.036,"nome completo -- titolarita' 97%, minuti giocati 83% del possibile; 1.8 tackle+intercetti/90",17,,17,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Gabriele Zappa,Cagliari,D,25,31,1597,0,3,1.13,2.11,2,0,16,0.97,16,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 58%, minuti giocati 47% del possibile; 2.0 tackle+intercetti/90",16,6.35,1,"cognome univoco -- 31 presenze, voto 6.35, baseline D 6.76"
Álex Jiménez,Fiorentina,D,20,1,45,0,0,0,0.14,1,0,21,0.75,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.881,"nome completo -- titolarita' 0%, minuti giocati 1% del possibile",14,6.7,1,"nome completo -- 1 presenze, voto 6.70, baseline D 6.76"
Valdepeñas,Fiorentina,D,,,,,,,,,,16,1.0,16,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,16,,16,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Mathías Olivera,Napoli,D,27,25,1370,0,0,1.79,0.6,3,0,17,0.893,15,True,match su cognome+squadra,0.997,"nome completo -- titolarita' 60%, minuti giocati 40% del possibile; 2.5 tackle+intercetti/90",15,6.79,1,"nome completo -- 25 presenze, voto 6.79, baseline D 6.76"
Benjamin Pavard,Inter,D,29,1,90,0,0,0.05,0.03,0,0,20,0.75,15,True,match su cognome+squadra,0.975,"nome completo -- titolarita' 100%, minuti giocati 3% del possibile",15,7.5,1,"cognome univoco -- 1 presenze, voto 7.50, baseline D 6.76"
Aurelio,Cagliari,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15,,15,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Koulierakis,Roma,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15,,15,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Marcandalli,Genoa,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,15,,15,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Provstgaard,Lazio,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15,,15,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Terzic,Frosinone,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15,,15,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Veiga,Lecce,D,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,15,,15,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Hassane Kamara,Udinese,D,31,26,1861,0,2,0.89,2.51,5,0,14,0.981,14,True,match su cognome+squadra,1.017,"nome completo -- titolarita' 85%, minuti giocati 54% del possibile; 2.2 tackle+intercetti/90",14,6.79,1,"cognome univoco -- 26 presenze, voto 6.79, baseline D 6.76"
Zachary Athekame,Milan,D,20,27,833,2,2,0.38,1.56,3,0,15,0.918,14,True,match su cognome+squadra,0.894,"nome completo -- titolarita' 26%, minuti giocati 24% del possibile; 1.3 tackle+intercetti/90",13,6.74,9,"cognome univoco -- 27 presenze, voto 6.74, baseline D 6.76"
Alessandro Circati,Parma,D,21,31,2664,1,0,0.74,0.25,6,0,13,1.048,14,True,match su cognome+squadra,1.032,"nome completo -- titolarita' 100%, minuti giocati 78% del possibile; 1.8 tackle+intercetti/90",14,7.0,11,"cognome univoco -- 31 presenze, voto 7.00, baseline D 6.76"
Koni De Winter,Milan,D,23,26,1800,1,1,0.8,0.65,1,0,14,0.975,14,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 73%, minuti giocati 53% del possibile; 1.6 tackle+intercetti/90",14,6.88,10,"cognome univoco -- 26 presenze, voto 6.88, baseline D 6.76"
Nuno Tavares,Lazio,D,25,23,1473,0,0,1.13,1.18,5,0,16,0.899,14,True,match su cognome+squadra,1.007,"nome completo -- titolarita' 74%, minuti giocati 43% del possibile; 2.4 tackle+intercetti/90",14,6.85,1,"nome completo -- 23 presenze, voto 6.85, baseline D 6.76"
Cuenca,Como,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),14,,14,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Kaiki,Como,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,14,,14,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Mario,Fiorentina,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,14,,14,nessun ricalcolo (cognome ambiguo (4 candidati)) -- resta il valore v4
Sabelli,Genoa,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,14,,14,"nessun ricalcolo (nome completo, 0 presenze 2025-26) -- resta il valore v4"
Viery,Fiorentina,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,14,,14,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Zé Pedro,Cagliari,D,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),14,,14,"nessun ricalcolo (nome completo, 0 presenze 2025-26) -- resta il valore v4"
Juan David Cabal,Juventus,D,24,12,296,2,0,1.08,0.64,1,0,15,0.835,13,True,match su cognome+squadra,0.936,"nome completo -- titolarita' 17%, minuti giocati 9% del possibile; 2.7 tackle+intercetti/90",12,6.72,8,"cognome univoco -- 12 presenze, voto 6.72, baseline D 6.76"
Odilon Kossounou,Atalanta,D,24,19,988,1,0,0.26,0.26,1,0,15,0.861,13,True,match su cognome+squadra,0.964,"nome completo -- titolarita' 53%, minuti giocati 29% del possibile; 2.2 tackle+intercetti/90",13,6.65,1,"cognome univoco -- 19 presenze, voto 6.65, baseline D 6.76"
Daniele Ghilardi,Roma,D,22,23,1097,0,0,0.56,0.42,1,0,16,0.839,13,True,match su cognome+squadra,0.995,"nome completo -- titolarita' 39%, minuti giocati 32% del possibile; 3.0 tackle+intercetti/90",13,6.8,1,"cognome univoco -- 23 presenze, voto 6.80, baseline D 6.76"
Missori,Sassuolo,D,,,,,,,,,,13,1.0,13,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,13,,13,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Jordan Zemura,Udinese,D,25,17,1127,0,1,0.33,1.27,3,0,14,0.869,12,True,match su cognome+squadra,0.973,"nome completo -- titolarita' 76%, minuti giocati 33% del possibile; 1.8 tackle+intercetti/90",12,6.64,1,"cognome univoco -- 17 presenze, voto 6.64, baseline D 6.76"
Mariano Troilo,Parma,D,22,21,1625,1,0,0.98,0.66,8,2,13,0.9,12,True,match su cognome+squadra,0.997,"nome completo -- titolarita' 86%, minuti giocati 48% del possibile; 1.9 tackle+intercetti/90",12,6.91,1,"cognome univoco -- 21 presenze, voto 6.91, baseline D 6.76"
Honest Ahanor,Atalanta,D,17,22,1377,0,0,2.38,0.12,2,1,14,0.88,12,True,match su cognome+squadra,1.023,"nome completo -- titolarita' 68%, minuti giocati 40% del possibile; 2.9 tackle+intercetti/90",12,6.64,1,"cognome univoco -- 22 presenze, voto 6.64, baseline D 6.76"
Ignace Van Der Brempt,Como,D,23,20,931,0,1,0.16,0.82,2,0,14,0.844,12,True,match su cognome+squadra,0.962,"nome completo -- titolarita' 55%, minuti giocati 27% del possibile; 2.1 tackle+intercetti/90",12,6.82,2,"cognome univoco -- 20 presenze, voto 6.82, baseline D 6.76"
Birindelli,Monza,D,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,12,,12,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Calvani,Frosinone,D,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,12,,12,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Correia,Venezia,D,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,12,,12,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Haps,Venezia,D,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,12,,12,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Marin,Napoli,D,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),12,,12,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Oyono,Frosinone,D,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,12,,12,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Torbjørn Heggem,Bologna,D,26,27,2113,0,0,1.02,0.05,0,1,12,0.939,11,True,match su cognome+squadra,1.009,"nome completo -- titolarita' 85%, minuti giocati 62% del possibile; 1.9 tackle+intercetti/90",11,6.69,1,"cognome univoco -- 27 presenze, voto 6.69, baseline D 6.76"
Nicolò Bertola,Udinese,D,22,28,1763,0,1,1,1.55,3,0,12,0.943,11,True,match su cognome+squadra,1.001,"nome completo -- titolarita' 64%, minuti giocati 52% del possibile; 2.3 tackle+intercetti/90",11,6.68,1,"nome completo -- 28 presenze, voto 6.68, baseline D 6.76"
Juan Rodríguez,Cagliari,D,20,17,1310,1,0,1.2,0,3,0,12,0.911,11,True,match su cognome+squadra,1.053,"nome completo -- titolarita' 94%, minuti giocati 38% del possibile; 3.0 tackle+intercetti/90",12,,12,nessun ricalcolo (cognome ambiguo (3 candidati)) -- resta il valore v4
Martin Vitík,Bologna,D,22,19,1325,0,0,0.74,0.17,3,0,13,0.869,11,True,match su cognome+squadra,0.986,"nome completo -- titolarita' 74%, minuti giocati 39% del possibile; 2.0 tackle+intercetti/90",11,6.83,1,"cognome univoco -- 19 presenze, voto 6.83, baseline D 6.76"
Delli Carri,Monza,D,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11,,11,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Halhal,Venezia,D,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11,,11,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Mangas,Monza,D,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11,,11,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Monterisi,Frosinone,D,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11,,11,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Sead Kolašinac,Atalanta,D,32,19,1212,0,0,0.12,0,3,0,12,0.852,10,True,match su cognome+squadra,0.993,"nome completo -- titolarita' 79%, minuti giocati 35% del possibile; 2.1 tackle+intercetti/90",10,6.66,1,"cognome univoco -- 19 presenze, voto 6.66, baseline D 6.76"
Manuel Lazzari,Lazio,D,31,23,938,0,0,0.11,0.13,2,0,12,0.817,10,True,match su cognome+squadra,0.915,"nome completo -- titolarita' 39%, minuti giocati 27% del possibile; 1.4 tackle+intercetti/90",9,6.6,1,"cognome univoco -- 23 presenze, voto 6.60, baseline D 6.76"
Bella-Kotchap,Venezia,D,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),10,,10,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Carboni,Monza,D,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,10,,10,nessun ricalcolo (cognome ambiguo (3 candidati)) -- resta il valore v4
